,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2932,Carnegie,4/5 Anzac St,2,u,772000.0,S,hockingstuart,4/06/2016,11.4,3163.0,2.0,1.0,2.0,0.0,Glen Eira,-37.8863,145.066,Southern Metropolitan,7822.0
2933,Carnegie,42 Margaret St,4,h,1506000.0,S,Jellis,4/06/2016,11.4,3163.0,4.0,2.0,2.0,561.0,Glen Eira,-37.8934,145.0633,Southern Metropolitan,7822.0
2934,Carnegie,5/78 Moonya Rd,3,t,675000.0,PI,Gary,4/06/2016,11.4,3163.0,3.0,2.0,1.0,0.0,Glen Eira,-37.8972,145.0642,Southern Metropolitan,7822.0
2935,Carnegie,4/314 Neerim Rd,2,u,525000.0,SP,hockingstuart,4/06/2016,11.4,3163.0,2.0,1.0,2.0,0.0,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822.0
2936,Carnegie,3/9 Poplar Gr,1,u,290000.0,S,Ray,4/06/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8858,145.0632,Southern Metropolitan,7822.0
2937,Carnegie,5/66 Woornack Rd,1,u,363000.0,S,hockingstuart,4/06/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8982,145.0625,Southern Metropolitan,7822.0
2938,Carnegie,4/12 Judith St,2,u,360000.0,VB,Gary,6/08/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.9032,145.0555,Southern Metropolitan,7822.0
2939,Carnegie,68 Miller St,2,h,967500.0,S,hockingstuart,6/08/2016,11.4,3163.0,3.0,1.0,2.0,299.0,Glen Eira,-37.8973,145.053,Southern Metropolitan,7822.0
2940,Carnegie,254 Neerim Rd,2,h,1350000.0,VB,Gary,6/08/2016,11.4,3163.0,1.0,2.0,2.0,265.0,Glen Eira,-37.8881,145.0537,Southern Metropolitan,7822.0
2941,Carnegie,4/76 Railway Rd,2,u,516000.0,S,hockingstuart,6/08/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.889,145.0533,Southern Metropolitan,7822.0
2942,Carnegie,1/78 Railway Rd,1,u,330000.0,S,hockingstuart,6/08/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8888,145.0533,Southern Metropolitan,7822.0
2943,Carnegie,1 Frogmore Rd,3,h,1600000.0,S,Woodards,7/05/2016,11.4,3163.0,4.0,2.0,2.0,751.0,Glen Eira,-37.8945,145.0648,Southern Metropolitan,7822.0
2945,Carnegie,63 Oakleigh Rd,3,h,1170000.0,S,hockingstuart,7/05/2016,11.4,3163.0,2.0,1.0,2.0,461.0,Glen Eira,-37.8988,145.0516,Southern Metropolitan,7822.0
2946,Carnegie,10/68 Woornack Rd,1,u,260000.0,VB,Gary,7/05/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8983,145.0627,Southern Metropolitan,7822.0
2948,Carnegie,78b Miller St,3,u,1008000.0,S,Woodards,7/11/2016,11.4,3163.0,3.0,2.0,1.0,300.0,Glen Eira,-37.8974,145.0539,Southern Metropolitan,7822.0
2949,Carnegie,4/62 Moonya Rd,2,u,625000.0,S,Woodards,7/11/2016,11.4,3163.0,2.0,1.0,1.0,78.0,Glen Eira,-37.8967,145.0627,Southern Metropolitan,7822.0
2950,Carnegie,12/250 Neerim Rd,2,t,700000.0,SP,Gary,7/11/2016,11.4,3163.0,2.0,2.0,1.0,106.0,Glen Eira,-37.8881,145.0535,Southern Metropolitan,7822.0
2955,Carnegie,3/35 Moonya Rd,2,u,545000.0,PI,Ray,10/09/2016,11.4,3163.0,2.0,1.0,1.0,109.0,Glen Eira,-37.8971,145.0597,Southern Metropolitan,7822.0
2956,Carnegie,1/38 Neville St,3,u,1170000.0,S,Woodards,10/09/2016,11.4,3163.0,3.0,1.0,2.0,0.0,Glen Eira,-37.8977,145.0493,Southern Metropolitan,7822.0
2958,Carnegie,4 Vine Gr,4,h,1830000.0,S,Gary,10/09/2016,11.4,3163.0,3.0,2.0,2.0,687.0,Glen Eira,-37.8931,145.0479,Southern Metropolitan,7822.0
2959,Carnegie,12/66 Woornack Rd,1,u,250000.0,PI,hockingstuart,10/09/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8982,145.0625,Southern Metropolitan,7822.0
2960,Carnegie,2/33 Oakleigh Rd,2,t,930000.0,S,hockingstuart,10/12/2016,11.4,3163.0,2.0,2.0,1.0,166.0,Glen Eira,-37.8982,145.0488,Southern Metropolitan,7822.0
2963,Carnegie,2/22 Kokaribb Rd,2,u,465000.0,S,Ray,11/02/2017,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8881,145.0558,Southern Metropolitan,7822.0
2966,Carnegie,14 Emily St,3,h,1646000.0,S,Ray,11/03/2017,11.4,3163.0,3.0,2.0,2.0,721.0,Glen Eira,-37.8909,145.0648,Southern Metropolitan,7822.0
2967,Carnegie,19/225 Koornang Rd,2,u,460000.0,VB,Ray,12/06/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8936,145.056,Southern Metropolitan,7822.0
2970,Carnegie,90 Truganini Rd,4,h,1550000.0,VB,hockingstuart,12/11/2016,11.4,3163.0,4.0,2.0,2.0,757.0,Glen Eira,-37.8925,145.0541,Southern Metropolitan,7822.0
2971,Carnegie,2/25 El Nido Gr,2,t,707000.0,SA,Ray,13/08/2016,11.4,3163.0,2.0,1.0,1.0,144.0,Glen Eira,-37.891999999999996,145.0482,Southern Metropolitan,7822.0
2972,Carnegie,4/299 Koornang Rd,2,u,804000.0,S,hockingstuart,13/08/2016,11.4,3163.0,2.0,2.0,1.0,0.0,Glen Eira,-37.9,145.0548,Southern Metropolitan,7822.0
2974,Carnegie,52 Emily St,3,h,1200000.0,S,Woodards,14/05/2016,11.4,3163.0,3.0,2.0,1.0,588.0,Glen Eira,-37.8937,145.0648,Southern Metropolitan,7822.0
2976,Carnegie,6 Longstaff St,4,h,1501000.0,S,Gary,14/05/2016,11.4,3163.0,3.0,2.0,1.0,598.0,Glen Eira,-37.9037,145.0588,Southern Metropolitan,7822.0
2977,Carnegie,215 Neerim Rd,3,h,950000.0,VB,Gary,14/05/2016,11.4,3163.0,3.0,1.0,1.0,586.0,Glen Eira,-37.888000000000005,145.0505,Southern Metropolitan,7822.0
2978,Carnegie,1/108 Truganini Rd,3,t,970000.0,PI,Marshall,14/05/2016,11.4,3163.0,3.0,2.0,2.0,325.0,Glen Eira,-37.8933,145.0546,Southern Metropolitan,7822.0
2980,Carnegie,8/48 Moonya Rd,1,u,345000.0,S,Thomson,15/10/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8968,145.0609,Southern Metropolitan,7822.0
2981,Carnegie,25 Arawatta St,2,h,817500.0,S,Jellis,16/04/2016,11.4,3163.0,2.0,1.0,1.0,211.0,Glen Eira,-37.8856,145.0599,Southern Metropolitan,7822.0
2983,Carnegie,48 Lyons St,4,h,1450000.0,PI,Ray,16/04/2016,11.4,3163.0,4.0,2.0,2.0,557.0,Glen Eira,-37.8955,145.0515,Southern Metropolitan,7822.0
2984,Carnegie,51 Mimosa Rd,3,h,1000000.0,PI,Ray,16/04/2016,11.4,3163.0,3.0,2.0,1.0,390.0,Glen Eira,-37.8905,145.0518,Southern Metropolitan,7822.0
2985,Carnegie,2/79 Mimosa Rd,2,t,855000.0,S,Gary,16/04/2016,11.4,3163.0,2.0,1.0,1.0,158.0,Glen Eira,-37.8886,145.05200000000002,Southern Metropolitan,7822.0
2986,Carnegie,2/61 Moonya Rd,2,h,675000.0,S,Gary,16/04/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8973,145.0625,Southern Metropolitan,7822.0
2988,Carnegie,4/39 Kokaribb Rd,2,u,588000.0,SP,Woodards,16/07/2016,11.4,3163.0,2.0,1.0,1.0,133.0,Glen Eira,-37.89,145.0559,Southern Metropolitan,7822.0
2989,Carnegie,1/60 Mimosa Rd,2,u,455000.0,S,Woodards,16/07/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8897,145.0524,Southern Metropolitan,7822.0
2990,Carnegie,9/314 Neerim Rd,3,u,602500.0,S,Thomson,16/07/2016,11.4,3163.0,3.0,1.0,2.0,0.0,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822.0
2991,Carnegie,10/81 Koornang Rd,2,u,662000.0,S,Ray,17/09/2016,11.4,3163.0,4.0,2.0,1.0,0.0,Glen Eira,-37.8873,145.0572,Southern Metropolitan,7822.0
2992,Carnegie,33 McLaurin Rd,3,h,1420000.0,S,hockingstuart,17/09/2016,11.4,3163.0,3.0,2.0,2.0,554.0,Glen Eira,-37.8934,145.0599,Southern Metropolitan,7822.0
2993,Carnegie,2/59 Moonya Rd,3,u,920000.0,SP,Woodards,17/09/2016,11.4,3163.0,3.0,2.0,1.0,283.0,Glen Eira,-37.8974,145.0622,Southern Metropolitan,7822.0
2997,Carnegie,35 Hunter St,3,h,1287000.0,S,Ray,18/03/2017,11.4,3163.0,3.0,1.0,1.0,620.0,Glen Eira,-37.9031,145.0578,Southern Metropolitan,7822.0
3001,Carnegie,1/12 Kokaribb Rd,2,u,656000.0,S,Property,18/06/2016,11.4,3163.0,2.0,1.0,1.0,103.0,Glen Eira,-37.8873,145.0559,Southern Metropolitan,7822.0
3002,Carnegie,2 Kokaribb Rd,2,h,930000.0,S,hockingstuart,18/06/2016,11.4,3163.0,2.0,1.0,1.0,264.0,Glen Eira,-37.8864,145.0561,Southern Metropolitan,7822.0
3004,Carnegie,2/11 Maroona Rd,2,u,415000.0,S,hockingstuart,18/06/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8889,145.048,Southern Metropolitan,7822.0
3005,Carnegie,5/60 Woornack Rd,2,u,650000.0,S,hockingstuart,18/06/2016,11.4,3163.0,2.0,1.0,1.0,174.0,Glen Eira,-37.8978,145.062,Southern Metropolitan,7822.0
3006,Carnegie,1/3 Coorigil Rd,3,h,1360000.0,S,Woodards,19/11/2016,11.4,3163.0,3.0,2.0,2.0,282.0,Glen Eira,-37.8953,145.0567,Southern Metropolitan,7822.0
3007,Carnegie,9/45 Coorigil Rd,2,u,380000.0,SP,Woodards,19/11/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8957,145.0599,Southern Metropolitan,7822.0
3009,Carnegie,2/300 Koornang Rd,2,u,765000.0,S,Woodards,19/11/2016,11.4,3163.0,2.0,1.0,1.0,134.0,Glen Eira,-37.8987,145.0557,Southern Metropolitan,7822.0
3010,Carnegie,53 Moonya Rd,4,h,1423000.0,S,Woodards,19/11/2016,11.4,3163.0,4.0,3.0,4.0,838.0,Glen Eira,-37.8972,145.0617,Southern Metropolitan,7822.0
3011,Carnegie,27 Morgan St,5,h,1900000.0,PI,Buxton,19/11/2016,11.4,3163.0,5.0,3.0,1.0,564.0,Glen Eira,-37.8957,145.0487,Southern Metropolitan,7822.0
3012,Carnegie,2 Poplar Gr,2,h,907000.0,S,Ray,19/11/2016,11.4,3163.0,2.0,1.0,2.0,316.0,Glen Eira,-37.8854,145.0636,Southern Metropolitan,7822.0
3013,Carnegie,10/12 St Huberts Rd,1,u,350000.0,S,hockingstuart,19/11/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8894,145.0508,Southern Metropolitan,7822.0
3014,Carnegie,39 Elimatta Rd,3,h,1430000.0,S,Ray,22/05/2016,11.4,3163.0,3.0,2.0,2.0,603.0,Glen Eira,-37.9023,145.0568,Southern Metropolitan,7822.0
3016,Carnegie,16a Blackwood St,2,u,983500.0,S,Thomson,22/08/2016,11.4,3163.0,2.0,1.0,1.0,333.0,Glen Eira,-37.8867,145.0653,Southern Metropolitan,7822.0
3017,Carnegie,21 Edgewood St,3,h,1490000.0,S,Gary,22/08/2016,11.4,3163.0,3.0,2.0,1.0,371.0,Glen Eira,-37.8871,145.05200000000002,Southern Metropolitan,7822.0
3018,Carnegie,9/81 Koornang Rd,2,u,572000.0,S,Ray,22/08/2016,11.4,3163.0,2.0,2.0,1.0,0.0,Glen Eira,-37.8873,145.0572,Southern Metropolitan,7822.0
3019,Carnegie,33b Emily St,3,h,990000.0,S,Ray,23/04/2016,11.4,3163.0,3.0,2.0,2.0,0.0,Glen Eira,-37.8927,145.0644,Southern Metropolitan,7822.0
3020,Carnegie,1/52 Neville St,4,t,1100000.0,S,hockingstuart,23/04/2016,11.4,3163.0,4.0,3.0,2.0,305.0,Glen Eira,-37.8978,145.0506,Southern Metropolitan,7822.0
3021,Carnegie,76 Oakleigh Rd,3,h,1125000.0,PI,Ray,23/04/2016,11.4,3163.0,3.0,1.0,1.0,604.0,Glen Eira,-37.8993,145.0528,Southern Metropolitan,7822.0
3022,Carnegie,2/47 Coorigil Rd,2,u,601000.0,S,Noel,25/02/2017,11.4,3163.0,2.0,1.0,1.0,132.0,Glen Eira,-37.8959,145.06,Southern Metropolitan,7822.0
3023,Carnegie,68 Leila Rd,4,h,1410000.0,PI,Ray,25/02/2017,11.4,3163.0,4.0,3.0,3.0,650.0,Glen Eira,-37.9011,145.05100000000002,Southern Metropolitan,7822.0
3025,Carnegie,1/15 Rosstown Rd,2,u,405000.0,PI,Matthew,25/02/2017,11.4,3163.0,2.0,1.0,1.0,967.0,Glen Eira,-37.8843,145.0531,Southern Metropolitan,7822.0
3026,Carnegie,73 Truganini Rd,4,h,1655000.0,PI,Marshall,25/02/2017,11.4,3163.0,4.0,2.0,2.0,595.0,Glen Eira,-37.8916,145.0543,Southern Metropolitan,7822.0
3027,Carnegie,83 Truganini Rd,3,h,1910000.0,S,Buxton,25/02/2017,11.4,3163.0,3.0,1.0,1.0,720.0,Glen Eira,-37.8922,145.0544,Southern Metropolitan,7822.0
3028,Carnegie,3/16 Yendon Rd,3,t,808000.0,S,Gary,25/02/2017,11.4,3163.0,3.0,1.0,1.0,111.0,Glen Eira,-37.8889,145.0495,Southern Metropolitan,7822.0
3029,Carnegie,8 Yendon Rd,3,h,1252000.0,S,Woodards,25/02/2017,11.4,3163.0,3.0,1.0,1.0,376.0,Glen Eira,-37.8896,145.0492,Southern Metropolitan,7822.0
3030,Carnegie,14/82 Coorigil Rd,2,u,370000.0,VB,Thomson,26/07/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8959,145.0639,Southern Metropolitan,7822.0
3031,Carnegie,22 Neville St,4,h,1880000.0,S,Private/Tiernan's,26/07/2016,11.4,3163.0,3.0,2.0,3.0,932.0,Glen Eira,-37.8975,145.0478,Southern Metropolitan,7822.0
3032,Carnegie,86 Neville St,2,h,896000.0,S,Woodards,26/07/2016,11.4,3163.0,2.0,1.0,2.0,543.0,Glen Eira,-37.898,145.0528,Southern Metropolitan,7822.0
3034,Carnegie,48 Blackwood St,5,h,1802100.0,S,hockingstuart,27/06/2016,11.4,3163.0,4.0,2.0,2.0,366.0,Glen Eira,-37.8868,145.0625,Southern Metropolitan,7822.0
3035,Carnegie,5/35 Moonya Rd,2,u,585000.0,S,Australian,27/06/2016,11.4,3163.0,2.0,1.0,1.0,108.0,Glen Eira,-37.8973,145.0596,Southern Metropolitan,7822.0
3037,Carnegie,5/102 Oakleigh Rd,2,u,450000.0,S,Anderson,27/06/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8999,145.0575,Southern Metropolitan,7822.0
3038,Carnegie,2/94 Truganini Rd,2,u,737000.0,S,Woodards,27/06/2016,11.4,3163.0,2.0,1.0,1.0,165.0,Glen Eira,-37.8927,145.0539,Southern Metropolitan,7822.0
3039,Carnegie,3/64 Woornack Rd,3,t,860000.0,S,Buxton,27/06/2016,11.4,3163.0,3.0,1.0,2.0,277.0,Glen Eira,-37.8978,145.0624,Southern Metropolitan,7822.0
3040,Carnegie,1/58 Coorigil Rd,2,u,605000.0,S,Woodards,27/11/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8956,145.0613,Southern Metropolitan,7822.0
3042,Carnegie,14 Margaret St,2,h,1300000.0,S,hockingstuart,27/11/2016,11.4,3163.0,2.0,1.0,1.0,640.0,Glen Eira,-37.891,145.0636,Southern Metropolitan,7822.0
3043,Carnegie,44 Blackwood St,4,h,1518000.0,S,hockingstuart,28/05/2016,11.4,3163.0,3.0,3.0,2.0,454.0,Glen Eira,-37.8869,145.0628,Southern Metropolitan,7822.0
3045,Carnegie,5/33 Gnarwyn Rd,2,u,632500.0,S,Buxton,28/05/2016,11.4,3163.0,2.0,1.0,1.0,99.0,Glen Eira,-37.8946,145.0588,Southern Metropolitan,7822.0
3046,Carnegie,6/7 Judd St,2,u,435000.0,S,Gary,28/05/2016,11.4,3163.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8986,145.0567,Southern Metropolitan,7822.0
3050,Carnegie,15/225 Koornang Rd,2,u,468250.0,S,Ray,28/08/2016,11.4,3163.0,2.0,1.0,1.0,912.0,Glen Eira,-37.8936,145.056,Southern Metropolitan,7822.0
3051,Carnegie,26 Leila Rd,3,h,1716000.0,S,Woodards,28/08/2016,11.4,3163.0,2.0,2.0,1.0,817.0,Glen Eira,-37.9007,145.047,Southern Metropolitan,7822.0
3052,Carnegie,10/8 Anzac St,1,u,270000.0,S,hockingstuart,30/07/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.885999999999996,145.0659,Southern Metropolitan,7822.0
3053,Carnegie,3/9 Maroona Rd,1,u,365000.0,S,hockingstuart,30/07/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8887,145.048,Southern Metropolitan,7822.0
3054,Carnegie,3/12 St Huberts Rd,1,u,340000.0,S,hockingstuart,30/07/2016,11.4,3163.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8894,145.0508,Southern Metropolitan,7822.0
3055,Caulfield,6/5 Freeman St,2,u,722500.0,S,Gary,3/09/2016,8.9,3162.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8865,145.0302,Southern Metropolitan,2379.0
3056,Caulfield,18 Ash Gr,4,t,1600000.0,SP,Gary,3/12/2016,8.9,3162.0,4.0,3.0,2.0,812.0,Glen Eira,-37.8864,145.0326,Southern Metropolitan,2379.0
3057,Caulfield,190 Kambrook Rd,5,h,1665000.0,S,Gary,3/12/2016,8.9,3162.0,5.0,2.0,2.0,593.0,Glen Eira,-37.8849,145.0341,Southern Metropolitan,2379.0
3059,Caulfield,2/19 Ash Gr,1,u,323000.0,S,hockingstuart,4/03/2017,8.9,3162.0,1.0,1.0,1.0,820.0,Glen Eira,-37.8866,145.0322,Southern Metropolitan,2379.0
3060,Caulfield,4/14 Briggs St,2,u,550000.0,VB,Gary,4/03/2017,8.9,3162.0,2.0,1.0,1.0,806.0,Glen Eira,-37.8852,145.024,Southern Metropolitan,2379.0
3062,Caulfield,103/677 Glen Huntly Rd,2,u,638000.0,SP,Gary,19/11/2016,8.9,3162.0,2.0,2.0,1.0,0.0,Glen Eira,-37.8862,145.0175,Southern Metropolitan,2379.0
3063,Caulfield,30 Pyne St,4,h,131000.0,PI,Rodney,25/02/2017,8.9,3162.0,4.0,1.0,2.0,499.0,Glen Eira,-37.8864,145.0242,Southern Metropolitan,2379.0
3065,Caulfield,3/97 Murray St,3,h,1090000.0,S,Gary,30/07/2016,8.9,3162.0,2.0,1.0,2.0,275.0,Glen Eira,-37.885,145.0189,Southern Metropolitan,2379.0
3066,Caulfield North,14 Arthur St,3,h,1365000.0,S,McGrath,3/09/2016,8.1,3161.0,3.0,1.0,0.0,513.0,Glen Eira,-37.8678,145.02700000000002,Southern Metropolitan,6923.0
3067,Caulfield North,452 Dandenong Rd,3,h,1750000.0,S,Marshall,3/09/2016,8.1,3161.0,3.0,2.0,2.0,692.0,Glen Eira,-37.8629,145.019,Southern Metropolitan,6923.0
3069,Caulfield North,12/378 Dandenong Rd,2,u,580000.0,SP,Abercromby's,4/03/2017,8.1,3161.0,2.0,1.0,1.0,934.0,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923.0
3071,Caulfield North,25 Malvern Gr,3,h,2005000.0,PI,Jellis,7/05/2016,8.1,3161.0,4.0,2.0,3.0,361.0,Glen Eira,-37.8694,145.0296,Southern Metropolitan,6923.0
3072,Caulfield North,5/698 Inkerman Rd,2,u,523000.0,SP,hockingstuart,7/11/2016,8.1,3161.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8694,145.0246,Southern Metropolitan,6923.0
3073,Caulfield North,9/400 Dandenong Rd,2,u,420000.0,VB,Gary,10/09/2016,8.1,3161.0,2.0,1.0,1.0,0.0,Glen Eira,-37.861,145.0136,Southern Metropolitan,6923.0
3075,Caulfield North,8/359 Balaclava Rd,1,u,290000.0,VB,hockingstuart,10/12/2016,8.1,3161.0,1.0,1.0,1.0,952.0,Glen Eira,-37.8744,145.0371,Southern Metropolitan,6923.0
3076,Caulfield North,3/374 Dandenong Rd,2,u,608000.0,SP,Gary,10/12/2016,8.1,3161.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8607,145.0112,Southern Metropolitan,6923.0
3078,Caulfield North,9/370 Orrong Rd,2,u,570000.0,S,hockingstuart,12/11/2016,8.1,3161.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8625,145.0103,Southern Metropolitan,6923.0
3079,Caulfield North,7/19 Hawthorn Rd,2,u,520500.0,S,Gary,13/08/2016,8.1,3161.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8681,145.0258,Southern Metropolitan,6923.0
3080,Caulfield North,11 Arthur St,3,h,1400000.0,SP,Gary,15/10/2016,8.1,3161.0,3.0,1.0,0.0,270.0,Glen Eira,-37.868,145.0269,Southern Metropolitan,6923.0
3081,Caulfield North,28 Wanda Rd,4,h,2830000.0,S,Gary,15/10/2016,8.1,3161.0,4.0,2.0,2.0,723.0,Glen Eira,-37.8672,145.0225,Southern Metropolitan,6923.0
3082,Caulfield North,13/378 Dandenong Rd,2,u,722000.0,SP,Castran,17/09/2016,8.1,3161.0,2.0,2.0,2.0,0.0,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923.0
3084,Caulfield North,15/496 Dandenong Rd,2,u,450000.0,S,Gary,18/03/2017,8.1,3161.0,2.0,1.0,1.0,1092.0,Glen Eira,-37.8647,145.0232,Southern Metropolitan,6923.0
3089,Caulfield North,7 Cambridge St,3,h,1870000.0,S,Marshall,25/02/2017,8.1,3161.0,3.0,2.0,1.0,339.0,Glen Eira,-37.8622,145.0112,Southern Metropolitan,6923.0
3090,Caulfield North,6/378 Dandenong Rd,2,u,622000.0,PI,Castran,25/02/2017,8.1,3161.0,2.0,2.0,1.0,934.0,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923.0
3091,Caulfield North,1/13 Narong Rd,2,u,536000.0,S,Gary,25/02/2017,8.1,3161.0,2.0,1.0,1.0,771.0,Glen Eira,-37.8686,145.0239,Southern Metropolitan,6923.0
3092,Caulfield North,127 Normanby Rd,4,h,2625000.0,S,Marshall,25/02/2017,8.1,3161.0,4.0,2.0,3.0,836.0,Glen Eira,-37.8696,145.0323,Southern Metropolitan,6923.0
3094,Caulfield North,1/355 Alma Rd,2,u,570000.0,S,Gary,28/05/2016,8.1,3161.0,2.0,1.0,2.0,0.0,Glen Eira,-37.8652,145.0198,Southern Metropolitan,6923.0
3095,Caulfield North,3/388 Dandenong Rd,2,u,550000.0,VB,Gary,28/05/2016,8.1,3161.0,2.0,1.0,1.0,0.0,Glen Eira,-37.8609,145.0126,Southern Metropolitan,6923.0
3099,Caulfield North,123 Normanby Rd,4,h,2170000.0,S,Gary,28/08/2016,8.1,3161.0,4.0,2.0,1.0,810.0,Glen Eira,-37.8698,145.0325,Southern Metropolitan,6923.0
3101,Caulfield South,26 Flowers St,3,h,1577500.0,S,hockingstuart,3/09/2016,9.3,3162.0,3.0,2.0,2.0,357.0,Glen Eira,-37.8896,145.0307,Southern Metropolitan,5051.0
3104,Caulfield South,5 Alder St,3,h,1460000.0,S,hockingstuart,3/12/2016,9.3,3162.0,3.0,1.0,2.0,451.0,Glen Eira,-37.8874,145.019,Southern Metropolitan,5051.0
3105,Caulfield South,10/468 Kooyong Rd,1,u,275500.0,PI,Gary,3/12/2016,9.3,3162.0,1.0,1.0,1.0,0.0,Glen Eira,-37.8961,145.0132,Southern Metropolitan,5051.0
3108,Caulfield South,15 Dover St,2,h,1065000.0,S,hockingstuart,4/03/2017,9.3,3162.0,2.0,1.0,1.0,273.0,Glen Eira,-37.895,145.02200000000002,Southern Metropolitan,5051.0
3112,Caulfield South,9 Filbert St,3,h,1470000.0,S,Gary,7/05/2016,9.3,3162.0,3.0,2.0,2.0,296.0,Glen Eira,-37.8906,145.0224,Southern Metropolitan,5051.0
3114,Caulfield South,1 Rotorua St,2,h,1012000.0,S,Gary,7/05/2016,9.3,3162.0,2.0,1.0,1.0,0.0,Glen Eira,-37.9002,145.02700000000002,Southern Metropolitan,5051.0
3115,Caulfield South,4/21 Gardenvale Rd,3,u,599000.0,S,Gary,7/11/2016,9.3,3162.0,3.0,1.0,1.0,88.0,Glen Eira,-37.8997,145.0168,Southern Metropolitan,5051.0
3118,Caulfield South,303 Bambra Rd,3,h,1160500.0,S,Gary,8/10/2016,9.3,3162.0,3.0,2.0,1.0,358.0,Glen Eira,-37.8965,145.0269,Southern Metropolitan,5051.0
3119,Caulfield South,11/8 Bealiba Rd,2,u,650000.0,VB,hockingstuart,8/10/2016,9.3,3162.0,2.0,1.0,1.0,100.0,Glen Eira,-37.8912,145.0289,Southern Metropolitan,5051.0
3120,Caulfield South,80 Sycamore St,3,h,1170000.0,S,Biggin,8/10/2016,9.3,3162.0,3.0,1.0,1.0,359.0,Glen Eira,-37.8898,145.0196,Southern Metropolitan,5051.0
3121,Caulfield South,5 Filbert St,3,h,1314000.0,S,Gary,10/09/2016,9.3,3162.0,3.0,1.0,2.0,339.0,Glen Eira,-37.8906,145.0221,Southern Metropolitan,5051.0
3123,Caulfield South,1/2 Griffiths St,4,t,1030000.0,VB,Gary,10/12/2016,9.3,3162.0,4.0,2.0,2.0,216.0,Glen Eira,-37.8887,145.0318,Southern Metropolitan,5051.0
3124,Caulfield South,7A Alfada St,2,h,1225000.0,S,Biggin,12/11/2016,9.3,3162.0,2.0,1.0,2.0,284.0,Glen Eira,-37.8958,145.0215,Southern Metropolitan,5051.0
3125,Caulfield South,22 Sycamore St,3,h,1450000.0,S,RT,13/08/2016,9.3,3162.0,2.0,2.0,1.0,478.0,Glen Eira,-37.8893,145.0161,Southern Metropolitan,5051.0
3127,Caulfield South,8 Lygon St,4,h,1774500.0,S,hockingstuart,14/05/2016,9.3,3162.0,4.0,2.0,2.0,575.0,Glen Eira,-37.8993,145.0254,Southern Metropolitan,5051.0
3129,Caulfield South,1/19 Trevascus St,2,u,525500.0,S,Ray,15/10/2016,9.3,3162.0,2.0,1.0,1.0,831.0,Glen Eira,-37.8974,145.0294,Southern Metropolitan,5051.0
3130,Caulfield South,28 Ellington St,4,h,1960000.0,PI,hockingstuart,16/04/2016,9.3,3162.0,5.0,3.0,4.0,708.0,Glen Eira,-37.8923,145.0177,Southern Metropolitan,5051.0
3131,Caulfield South,23 Lygon St,2,h,825000.0,S,Gary,16/04/2016,9.3,3162.0,2.0,1.0,1.0,367.0,Glen Eira,-37.8995,145.0241,Southern Metropolitan,5051.0
3132,Caulfield South,136 Sycamore St,2,h,1262000.0,S,hockingstuart,16/04/2016,9.3,3162.0,4.0,2.0,2.0,464.0,Glen Eira,-37.8901,145.0224,Southern Metropolitan,5051.0
