,amazon_product_url,author,description,publisher,title,oid,bestsellers_date.numberLong,published_date.numberLong,rank.numberInt,rank_last_week.numberInt,weeks_on_list.numberInt,price.numberDouble
384,http://www.amazon.com/Cross-Country-Alex-James-Patterson/dp/0316018724?tag=NYTBS-20,James Patterson,Descr: Alex Cross chases the leader of a lethal teenage gang.     ,"Little, Brown",CROSS COUNTRY,5b4aa4ead3089013507db40e,2009-01-03 00:00:00,1232236800000,4,2,7,27.99
385,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A young mute who can communicate with the dogs his family raises takes refuge with three of them in the Wisconsin woods after his father’s death.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db410,2009-01-03 00:00:00,1232236800000,6,4,30,25.95
388,http://www.amazon.com/The-Hour-I-First-Believed/dp/0060393491?tag=NYTBS-20,Wally Lamb,Descr: A man reconstructs five generations of family history.     ,Harper,THE HOUR I FIRST BELIEVED,5b4aa4ead3089013507db413,2009-01-03 00:00:00,1232236800000,9,8,8,29.95
389,http://www.amazon.com/The-Lucky-One-Nicholas-Sparks-ebook/dp/B0018QQQK8?tag=NYTBS-20,Nicholas Sparks,Descr: A marine returning home sets out to track down the woman whose photo he found in Iraq.     ,Grand Central,THE LUCKY ONE,5b4aa4ead3089013507db414,2009-01-03 00:00:00,1232236800000,10,7,14,24.99
391,http://www.amazon.com/A-Mercy-Toni-Morrison/dp/0307276767?tag=NYTBS-20,Toni Morrison,"Descr: In 17th-­century America, a slave mother urges a Northern farmer to buy her daughter so that she can have a better life, by the Nobel Prize-winning author of “Beloved.”     ",Knopf,A MERCY,5b4aa4ead3089013507db418,2009-01-03 00:00:00,1232236800000,14,11,8,23.95
392,http://www.amazon.com/Plum-Spooky-Stephanie-Between-Numbers/dp/142720599X?tag=NYTBS-20,Janet Evanovich,"Descr: The bounty hunter Stephanie Plum hunts an evil genius and his sidekick, who are hiding in New Jersey’s Pine Barrens.     ",St. Martin’s,PLUM SPOOKY,5b4aa4ead3089013507db41f,2009-01-10 00:00:00,1232841600000,1,0,1,27.95
393,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,Descr: One woman won’t surrender to the aliens who have taken control.     ,"Little, Brown",THE HOST,5b4aa4ead3089013507db420,2009-01-10 00:00:00,1232841600000,2,3,35,25.99
395,http://www.amazon.com/Scarpetta-Kay-Patricia-Cornwell/dp/B0040RMEXA?tag=NYTBS-20,Patricia Cornwell,Descr: The forensic pathologist Kay Scarpetta takes on a new assignment in New York.     ,Putnam,SCARPETTA,5b4aa4ead3089013507db422,2009-01-10 00:00:00,1232841600000,4,2,6,27.95
396,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A young mute takes refuge with three dogs in the Wisconsin woods after his father’s death.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db423,2009-01-10 00:00:00,1232841600000,5,6,31,25.95
397,http://www.amazon.com/Cross-Country-Alex-James-Patterson/dp/0316018724?tag=NYTBS-20,James Patterson,Descr: Alex Cross chases the leader of a lethal teenage gang.     ,"Little, Brown",CROSS COUNTRY,5b4aa4ead3089013507db424,2009-01-10 00:00:00,1232841600000,6,4,8,27.99
398,http://www.amazon.com/The-Hour-I-First-Believed/dp/0060393491?tag=NYTBS-20,Wally Lamb,Descr: A man reconstructs five generations of family history.     ,Harper,THE HOUR I FIRST BELIEVED,5b4aa4ead3089013507db426,2009-01-10 00:00:00,1232841600000,8,9,9,29.95
399,http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Charlaine Harris,"Descr: Following a deadly explosion at a vampire summit, the cocktail waitress Sookie Stackhouse faces danger.     ",ACE,FROM DEAD TO WORSE,5b4aa4ead3089013507db429,2009-01-10 00:00:00,1232841600000,11,0,3,24.95
401,http://www.amazon.com/A-Mercy-Toni-Morrison/dp/0307276767?tag=NYTBS-20,Toni Morrison,"Descr: In 17th-­century America, a slave mother urges a Northern farmer to buy her daughter so that she can have a better life.     ",Knopf,A MERCY,5b4aa4ead3089013507db42b,2009-01-10 00:00:00,1232841600000,No Rank,14,9,23.95
403,http://www.amazon.com/The-Lucky-One-Nicholas-Sparks-ebook/dp/B0018QQQK8?tag=NYTBS-20,Nicholas Sparks,Descr: A marine returning home sets out to track down the woman whose photo he found in Iraq.     ,Grand Central,THE LUCKY ONE,5b4aa4ead3089013507db42e,2009-01-10 00:00:00,1232841600000,16,10,15,24.99
404,http://www.amazon.com/Plum-Spooky-Stephanie-Between-Numbers/dp/142720599X?tag=NYTBS-20,Janet Evanovich,"Descr: The bounty hunter Stephanie Plum hunts an evil genius and his sidekick, who are hiding in New Jersey’s Pine Barrens.     ",St. Martin’s,PLUM SPOOKY,5b4aa4ead3089013507db433,2009-01-17 00:00:00,1233446400000,1,1,2,27.95
405,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most human beings, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db434,2009-01-17 00:00:00,1233446400000,2,2,36,25.99
407,http://www.amazon.com/Mounting-Fears-Will-Lee-No/dp/0399155473?tag=NYTBS-20,Stuart Woods,"Descr: In the weeks before an election, a president must deal with crises ranging fom loose nukes in Pakistan to the reappearance of a rogue C.I.A. agent to a threatened sex scandal.     ",Putnam,MOUNTING FEARS,5b4aa4ead3089013507db436,2009-01-17 00:00:00,1233446400000,4,0,1,25.95
408,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A young mute who can communicate with the dogs his family raises takes refuge with three of them in the Wisconsin woods after his father’s death.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db437,2009-01-17 00:00:00,1233446400000,5,5,32,25.95
409,http://www.amazon.com/Scarpetta-Kay-Patricia-Cornwell/dp/B0040RMEXA?tag=NYTBS-20,Patricia Cornwell,Descr: The forensic pathologist Kay Scarpetta takes on a new assignment in New York.     ,Putnam,SCARPETTA,5b4aa4ead3089013507db438,2009-01-17 00:00:00,1233446400000,6,4,7,27.95
410,http://www.amazon.com/Cross-Country-Alex-James-Patterson/dp/0316018724?tag=NYTBS-20,James Patterson,Descr: Alex Cross chases the leader of a lethal teenage gang.     ,"Little, Brown",CROSS COUNTRY,5b4aa4ead3089013507db439,2009-01-17 00:00:00,1233446400000,7,6,9,27.99
411,http://www.amazon.com/The-Hour-I-First-Believed/dp/0060393491?tag=NYTBS-20,Wally Lamb,Descr: A man reconstructs five generations of family history.     ,Harper,THE HOUR I FIRST BELIEVED,5b4aa4ead3089013507db43c,2009-01-17 00:00:00,1233446400000,10,8,10,29.95
413,http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Charlaine Harris,"Descr: Following a deadly explosion at a vampire summit, the cocktail waitress Sookie Stackhouse faces danger.     ",ACE,FROM DEAD TO WORSE,5b4aa4ead3089013507db43e,2009-01-17 00:00:00,1233446400000,12,11,4,24.95
414,http://www.amazon.com/Beat-Reaper-Novel-Josh-Bazell/dp/0316032212?tag=NYTBS-20,Josh Bazell,Descr: A former hit man for the mob who has become a doctor is threatened when a gangster patient recognizes him.     ,"Little, Brown",BEAT THE REAPER,5b4aa4ead3089013507db440,2009-01-17 00:00:00,1233446400000,14,0,1,24.99
415,http://www.amazon.com/A-Mercy-Toni-Morrison/dp/0307276767?tag=NYTBS-20,Toni Morrison,"Descr: In 17th-­century America, a slave mother urges a Northern farmer to buy her daughter so that she can have a better life; from the Nobel Prize-winning author of “Beloved.”     ",Knopf,A MERCY,5b4aa4ead3089013507db441,2009-01-17 00:00:00,1233446400000,No Rank,13,10,23.95
416,http://www.amazon.com/Plum-Spooky-Stephanie-Between-Numbers/dp/142720599X?tag=NYTBS-20,Janet Evanovich,"Descr: The bounty hunter Stephanie Plum hunts an evil genius and his sidekick, who are hiding in New Jersey’s Pine Barrens.     ",St. Martin’s,PLUM SPOOKY,5b4aa4ead3089013507db447,2009-01-24 00:00:00,1234051200000,No Rank,1,3,27.95
417,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most human beings, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db448,2009-01-24 00:00:00,1234051200000,No Rank,2,37,25.99
418,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A young mute who can communicate with the dogs his family raises takes refuge with three of them in the Wisconsin woods after his father’s death.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db449,2009-01-24 00:00:00,1234051200000,3,5,33,25.95
419,http://www.amazon.com/Agincourt-Bernard-Cornwell/dp/0061578916?tag=NYTBS-20,Bernard Cornwell,Descr: An English archer with a complicated past joins Henry V at the famous battle against the French in 1415.     ,Harper,AGINCOURT,5b4aa4ead3089013507db44a,2009-01-24 00:00:00,1234051200000,4,0,1,27.99
421,http://www.amazon.com/Scarpetta-Kay-Patricia-Cornwell/dp/B0040RMEXA?tag=NYTBS-20,Patricia Cornwell,Descr: The forensic pathologist Kay Scarpetta takes on a new assignment in New York.     ,Putnam,SCARPETTA,5b4aa4ead3089013507db44c,2009-01-24 00:00:00,1234051200000,6,6,8,27.95
422,http://www.amazon.com/Mounting-Fears-Will-Lee-No/dp/0399155473?tag=NYTBS-20,Stuart Woods,"Descr: In the weeks before an election, a president must deal with crises ranging fom loose nukes in Pakistan to the reappearance of a rogue C.I.A. agent to a threatened sex scandal.     ",Putnam,MOUNTING FEARS,5b4aa4ead3089013507db44d,2009-01-24 00:00:00,1234051200000,7,4,2,25.95
423,http://www.amazon.com/Cross-Country-Alex-James-Patterson/dp/0316018724?tag=NYTBS-20,James Patterson,Descr: Alex Cross chases the leader of a lethal teenage gang.     ,"Little, Brown",CROSS COUNTRY,5b4aa4ead3089013507db44f,2009-01-24 00:00:00,1234051200000,9,7,10,27.99
424,http://www.amazon.com/The-Hour-I-First-Believed/dp/0060393491?tag=NYTBS-20,Wally Lamb,Descr: A man reconstructs five generations of family history.     ,Harper,THE HOUR I FIRST BELIEVED,5b4aa4ead3089013507db450,2009-01-24 00:00:00,1234051200000,10,10,11,29.95
426,http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Charlaine Harris,"Descr: Following a deadly explosion at a vampire summit, the cocktail waitress Sookie Stackhouse faces danger.     ",ACE,FROM DEAD TO WORSE,5b4aa4ead3089013507db452,2009-01-24 00:00:00,1234051200000,12,12,5,24.95
427,http://www.amazon.com/Beat-Reaper-Novel-Josh-Bazell/dp/0316032212?tag=NYTBS-20,Josh Bazell,Descr: A former hit man for the mob who has become a doctor is threatened when a gangster patient recognizes him.     ,"Little, Brown",BEAT THE REAPER,5b4aa4ead3089013507db453,2009-01-24 00:00:00,1234051200000,13,14,2,24.99
428,http://www.amazon.com/A-Mercy-Toni-Morrison/dp/0307276767?tag=NYTBS-20,Toni Morrison,"Descr: In 17th-­century America, a slave mother urges a Northern farmer to buy her daughter so that she can have a better life; from the Nobel Prize-winning author of “Beloved.”     ",Knopf,A MERCY,5b4aa4ead3089013507db455,2009-01-24 00:00:00,1234051200000,15,15,11,23.95
429,http://www.amazon.com/The-Associate-John-Grisham/dp/0385517831?tag=NYTBS-20,John Grisham,"Descr: An idealistic law-school graduate is forced to take a job at a large, brutalizing law firm.     ",Doubleday,THE ASSOCIATE,5b4aa4ead3089013507db45b,2009-01-31 00:00:00,1234656000000,No Rank,0,1,27.95
430,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most human beings, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db45c,2009-01-31 00:00:00,1234656000000,No Rank,2,38,25.99
431,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A mute takes refuge with three dogs in the Wisconsin woods after his father’s death.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db45d,2009-01-31 00:00:00,1234656000000,3,3,34,25.95
432,http://www.amazon.com/Plum-Spooky-Stephanie-Between-Numbers/dp/142720599X?tag=NYTBS-20,Janet Evanovich,"Descr: The bounty hunter Stephanie Plum hunts an evil genius and his sidekick, who are hiding in New Jersey’s Pine Barrens.     ",St. Martin’s,PLUM SPOOKY,5b4aa4ead3089013507db45e,2009-01-31 00:00:00,1234656000000,4,1,4,27.95
434,http://www.amazon.com/Agincourt-Bernard-Cornwell/dp/0061578916?tag=NYTBS-20,Bernard Cornwell,Descr: An English archer with a complicated past joins Henry V at the famous battle against the French in 1415.     ,Harper,AGINCOURT,5b4aa4ead3089013507db461,2009-01-31 00:00:00,1234656000000,7,4,2,27.99
436,http://www.amazon.com/A-Darker-Place-Jack-Higgins/dp/0399155503?tag=NYTBS-20,Jack Higgins,Descr: A Russian defector becomes a counterspy.     ,Putnam,A DARKER PLACE,5b4aa4ead3089013507db464,2009-01-31 00:00:00,1234656000000,10,0,1,26.95
438,http://www.amazon.com/Scarpetta-Kay-Patricia-Cornwell/dp/B0040RMEXA?tag=NYTBS-20,Patricia Cornwell,Descr: The forensic pathologist Kay Scarpetta takes on a new assignment in New York.     ,Putnam,SCARPETTA,5b4aa4ead3089013507db466,2009-01-31 00:00:00,1234656000000,12,6,9,27.95
439,http://www.amazon.com/Cross-Country-Alex-James-Patterson/dp/0316018724?tag=NYTBS-20,James Patterson,Descr: Alex Cross chases the leader of a lethal teenage gang.     ,"Little, Brown",CROSS COUNTRY,5b4aa4ead3089013507db467,2009-01-31 00:00:00,1234656000000,13,9,11,27.99
440,http://www.amazon.com/Mounting-Fears-Will-Lee-No/dp/0399155473?tag=NYTBS-20,Stuart Woods,Descr: A president must deal with crises ranging from loose nukes in Pakistan to the reappearance of a rogue C.I.A. agent.     ,Putnam,MOUNTING FEARS,5b4aa4ead3089013507db468,2009-01-31 00:00:00,1234656000000,14,7,3,25.95
441,http://www.amazon.com/The-Hour-I-First-Believed/dp/0060393491?tag=NYTBS-20,Wally Lamb,Descr: A man reconstructs five generations of family history.     ,Harper,THE HOUR I FIRST BELIEVED,5b4aa4ead3089013507db469,2009-01-31 00:00:00,1234656000000,15,10,12,29.95
442,http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Charlaine Harris,"Descr: Following a deadly explosion at a vampire summit, the cocktail waitress Sookie Stackhouse faces danger.     ",ACE,FROM DEAD TO WORSE,5b4aa4ead3089013507db46a,2009-01-31 00:00:00,1234656000000,16,12,6,24.95
443,http://www.amazon.com/The-Associate-John-Grisham/dp/0385517831?tag=NYTBS-20,John Grisham,"Descr: An idealistic law-school graduate is forced to take a job at a large, brutalizing law firm.     ",Doubleday,THE ASSOCIATE,5b4aa4ead3089013507db46f,2009-02-07 00:00:00,1235260800000,1,1,2,27.95
445,http://www.amazon.com/Bone-Crossed-Mercy-Thompson-Book/dp/0441016766?tag=NYTBS-20,Patricia Briggs,Descr: A shapeshifter who works as an auto mechanic in Washington State is menaced by a vampire.     ,Ace,BONE CROSSED,5b4aa4ead3089013507db471,2009-02-07 00:00:00,1235260800000,3,0,1,24.95
446,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most human beings, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db472,2009-02-07 00:00:00,1235260800000,4,2,39,25.99
447,http://www.amazon.com/True-Colors-Kristin-Hannah/dp/0312606125?tag=NYTBS-20,Kristin Hannah,"Descr: Rivalries, betrayal and forgiveness among three sisters.     ",St. Martin’s,TRUE COLORS,5b4aa4ead3089013507db473,2009-02-07 00:00:00,1235260800000,5,0,1,25.95
448,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A young mute who can communicate with the dogs his family raises takes refuge with three of them in the Wisconsin woods after his father’s death.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db474,2009-02-07 00:00:00,1235260800000,6,3,35,25.95
449,http://www.amazon.com/Plum-Spooky-Stephanie-Between-Numbers/dp/142720599X?tag=NYTBS-20,Janet Evanovich,"Descr: The bounty hunter Stephanie Plum hunts an evil genius and his sidekick, who are hiding in New Jersey’s Pine Barrens.     ",St. Martin’s,PLUM SPOOKY,5b4aa4ead3089013507db475,2009-02-07 00:00:00,1235260800000,7,4,5,27.95
450,http://www.amazon.com/Very-Valentine-Novel-Adriana-Trigiani/dp/0061257052?tag=NYTBS-20,Adriana Trigiani,Descr: An Italian-American shoemaker and her grandmother return to Italy to learn techniques to save their Greenwich Village company; the first book in a trilogy.     ,Harper,VERY VALENTINE,5b4aa4ead3089013507db477,2009-02-07 00:00:00,1235260800000,9,0,1,25.99
451,http://www.amazon.com/Agincourt-Bernard-Cornwell/dp/0061578916?tag=NYTBS-20,Bernard Cornwell,Descr: An English archer with a complicated past joins Henry V at the famous battle against the French in 1415.     ,Harper,AGINCOURT,5b4aa4ead3089013507db478,2009-02-07 00:00:00,1235260800000,10,7,3,27.99
454,http://www.amazon.com/A-Darker-Place-Jack-Higgins/dp/0399155503?tag=NYTBS-20,Jack Higgins,Descr: A Russian defector becomes a counterspy.     ,Putnam,A DARKER PLACE,5b4aa4ead3089013507db47b,2009-02-07 00:00:00,1235260800000,13,10,2,26.95
455,http://www.amazon.com/Scarpetta-Kay-Patricia-Cornwell/dp/B0040RMEXA?tag=NYTBS-20,Patricia Cornwell,Descr: The forensic pathologist Kay Scarpetta takes on a new assignment in New York.     ,Putnam,SCARPETTA,5b4aa4ead3089013507db47c,2009-02-07 00:00:00,1235260800000,14,12,10,27.95
457,http://www.amazon.com/The-Associate-John-Grisham/dp/0385517831?tag=NYTBS-20,John Grisham,"Descr: An idealistic law-school graduate is forced to take a job at a large, brutalizing law firm.     ",Doubleday,THE ASSOCIATE,5b4aa4ead3089013507db483,2009-02-14 00:00:00,1235865600000,1,1,3,27.95
459,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most human beings, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db485,2009-02-14 00:00:00,1235865600000,No Rank,4,40,25.99
460,http://www.amazon.com/Fool-A-Novel-Christopher-Moore/dp/0060590327?tag=NYTBS-20,Christopher Moore,"Descr: King Lear’s fool tries to set things right in this comic, bawdy version.     ",Morrow,FOOL,5b4aa4ead3089013507db486,2009-02-14 00:00:00,1235865600000,4,0,1,26.99
461,http://www.amazon.com/Bone-Crossed-Mercy-Thompson-Book/dp/0441016766?tag=NYTBS-20,Patricia Briggs,Descr: A shapeshifter who works as an auto mechanic in Washington State is menaced by a vampire.     ,Ace,BONE CROSSED,5b4aa4ead3089013507db487,2009-02-14 00:00:00,1235865600000,No Rank,3,2,24.95
462,http://www.amazon.com/True-Colors-Kristin-Hannah/dp/0312606125?tag=NYTBS-20,Kristin Hannah,"Descr: Rivalries, betrayal and forgiveness among three sisters.     ",St. Martin’s,TRUE COLORS,5b4aa4ead3089013507db488,2009-02-14 00:00:00,1235865600000,No Rank,5,2,25.95
463,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A mute takes refuge with three dogs in the Wisconsin woods after his father’s death.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db489,2009-02-14 00:00:00,1235865600000,7,6,36,25.95
464,http://www.amazon.com/Plum-Spooky-Stephanie-Between-Numbers/dp/142720599X?tag=NYTBS-20,Janet Evanovich,"Descr: The bounty hunter Stephanie Plum hunts an evil genius and his sidekick, who are hiding in New Jersey’s Pine Barrens.     ",St. Martin’s,PLUM SPOOKY,5b4aa4ead3089013507db48b,2009-02-14 00:00:00,1235865600000,9,7,6,27.95
